device_id,date,pm1,pm2_5,pm10
0CDC7E3EDAC0,2022-11-09,41.3525,48.275,64.6462
0CDC7E3EDAC0,2022-11-08,31.7279,36.9822,52.3352
0CDC7E3EDAC0,2022-11-07,22.5774,27.8452,40.6443
0CDC7E3EDAC0,2022-11-06,8.6301,11.695,18.5124
0CDC7E3EDAC0,2022-11-05,10.879,13.1419,19.8187
0CDC7E3EDAC0,2022-11-04,32.1796,36.8833,51.1461
0CDC7E3EDAC0,2022-11-03,40.0976,46.9879,62.2729
0CDC7E3EDAC0,2022-11-02,29.4198,35.3952,50.6871
0CDC7E3EDAC0,2022-11-01,27.7638,31.6484,46.3413
A848FA930B44,2022-11-30,92.4753,19.5549,28.32
A848FA930B44,2022-11-29,100.6131,29.2876,42.5721
A848FA930B44,2022-11-28,98.8452,27.5739,39.9778
A848FA930B44,2022-11-27,111.724,42.1223,58.2662
A848FA930B44,2022-11-26,132.4225,65.0182,83.7394
A848FA930B44,2022-11-25,121.1621,52.4465,68.303
A848FA930B44,2022-11-24,136.3154,70.2341,89.1542
A848FA930B44,2022-11-23,107.8465,37.0428,50.0916
A848FA930B44,2022-11-22,162.3144,101.3366,128.8595
A848FA930B44,2022-11-21,104.4859,33.7839,46.5787
A848FA930B44,2022-11-20,90.6008,17.8721,26.4782
A848FA930B44,2022-11-19,97.7239,25.6779,36.629
A848FA930B44,2022-11-18,111.3097,41.051,56.0665
A848FA930B44,2022-11-17,119.919,50.8163,65.7948
A848FA930B44,2022-11-16,141.574,75.7995,97.0356
A848FA930B44,2022-11-15,128.4113,60.7779,78.5788
A848FA930B44,2022-11-14,128.8249,61.1988,79.3635
A848FA930B44,2022-11-13,129.988,63.0811,81.974
A848FA930B44,2022-11-12,110.4134,40.3249,55.1041
A848FA930B44,2022-11-11,108.3449,37.6586,50.3014
A848FA930B44,2022-11-10,123.6603,54.7906,71.1561
A848FA930B44,2022-11-09,119.8915,51.6894,68.9426
A848FA930B44,2022-11-08,115.3948,46.5245,61.6225
A848FA930B44,2022-11-07,98.5398,27.3719,39.8434
A848FA930B44,2022-11-06,95.5773,23.2042,33.8103
A848FA930B44,2022-11-05,85.3811,12.0669,19.3379
A848FA930B44,2022-11-04,105.1958,33.4929,47.3484
A848FA930B44,2022-11-03,110.469,40.0348,54.8308
A848FA930B44,2022-11-02,107.1497,35.9456,49.3883
A848FA930B44,2022-11-01,104.6451,32.6402,45.4544
0CDC7E3EFA3C,2022-11-30,14.1324,17.0382,25.6096
0CDC7E3EFA3C,2022-11-29,25.9082,30.3352,42.7766
0CDC7E3EFA3C,2022-11-28,32.8178,38.2259,52.7048
0CDC7E3EFA3C,2022-11-27,77.8992,89.0129,108.3532
0CDC7E3EFA3C,2022-11-26,72.1916,81.0588,100.6015
0CDC7E3EFA3C,2022-11-25,35.8272,40.4216,53.7908
0CDC7E3EFA3C,2022-11-24,21.8452,24.7337,34.9601
0CDC7E3EFA3C,2022-11-23,17.6036,20.9513,30.3612
0CDC7E3EFA3C,2022-11-22,18.9033,22.0701,32.0406
0CDC7E3EFA3C,2022-11-21,22.0028,24.8309,35.2498
0CDC7E3EFA3C,2022-11-20,13.9698,16.4925,24.2052
0CDC7E3EFA3C,2022-11-19,34.8583,38.6893,51.7493
0CDC7E3EFA3C,2022-11-18,42.6045,47.0145,61.1675
0CDC7E3EFA3C,2022-11-17,38.159,42.2174,55.6634
0CDC7E3EFA3C,2022-11-16,96.8248,107.6402,128.2714
0CDC7E3EFA3C,2022-11-15,73.9297,82.3134,102.0615
0CDC7E3EFA3C,2022-11-14,54.3641,61.1494,79.2803
0CDC7E3EFA3C,2022-11-13,34.9506,39.7896,53.6748
0CDC7E3EFA3C,2022-11-12,40.2417,45.5761,60.8408
0CDC7E3EFA3C,2022-11-11,31.163,35.4824,49.2678
0CDC7E3EFA3C,2022-11-10,47.4135,52.8155,70.438
0CDC7E3EFA3C,2022-11-09,54.098,61.2439,78.522
0CDC7E3EFA3C,2022-11-08,36.503,41.6629,56.5726
0CDC7E3EFA3C,2022-11-07,31.4188,36.4767,50.8255
0CDC7E3EFA3C,2022-11-06,21.4855,24.7361,35.071
